rank,title,re_release,gross,num_theaters,total_gross,date,distributor
1,Titanic,,"$488,088,884","3,265","$600,683,057",Dec 19 1998,Paramount Pictures
2,Armageddon,,"$198,798,517","3,184","$201,578,182",Jul 1 1998,Walt Disney Studios Motion Pictures
3,Saving Private Ryan,,"$190,805,259","2,807","$216,540,909",Jul 24 1998,DreamWorks Distribution
4,There's Something About Mary,,"$174,422,745","2,555","$176,484,651",Jul 15 1998,Twentieth Century Fox
5,The Waterboy,,"$147,895,431","2,782","$161,491,646",Nov 6 1998,Walt Disney Studios Motion Pictures
6,Doctor Dolittle,,"$144,156,605","2,871","$144,156,605",Jun 26 1998,Twentieth Century Fox
7,Deep Impact,,"$140,464,664","3,280","$140,464,664",May 8 1998,Paramount Pictures
8,Godzilla,,"$136,314,294","3,310","$136,314,294",May 20 1998,Sony Pictures Releasing
9,Rush Hour,,"$136,065,335","2,724","$141,186,864",Sep 18 1998,New Line Cinema
10,Good Will Hunting,,"$133,793,781","2,203","$138,433,435",Dec 5 1998,Miramax
11,Lethal Weapon 4,,"$130,444,603","3,117","$130,444,603",Jul 10 1998,Warner Bros.
12,A Bug's Life,,"$127,589,564","2,773","$162,798,565",Nov 20 1998,Walt Disney Studios Motion Pictures
13,The Truman Show,,"$125,618,201","2,911","$125,618,201",Jun 5 1998,Paramount Pictures
14,As Good as It Gets,,"$124,083,542","1,837","$148,478,011",Dec 23 1998,Sony Pictures Releasing
15,Mulan,,"$120,620,254","2,953","$120,620,254",Jun 19 1998,Walt Disney Studios Motion Pictures
16,The Mask of Zorro,,"$93,715,262","2,515","$94,095,523",Jul 17 1998,Sony Pictures Releasing
17,Enemy of the State,,"$92,027,903","2,517","$111,549,836",Nov 20 1998,Walt Disney Studios Motion Pictures
18,Antz,,"$88,668,349","2,929","$90,757,863",Oct 2 1998,DreamWorks Distribution
19,The Rugrats Movie,,"$86,430,992","2,832","$100,494,675",Nov 20 1998,Paramount Pictures
20,The X Files,,"$83,898,313","2,650","$83,898,313",Jun 19 1998,Twentieth Century Fox
21,The Wedding Singer,,"$80,245,725","2,837","$80,245,725",Feb 13 1998,New Line Cinema
22,City of Angels,,"$78,685,114","2,433","$78,685,114",Apr 10 1998,Warner Bros.
23,The Horse Whisperer,,"$75,383,563","2,362","$75,383,563",May 15 1998,Walt Disney Studios Motion Pictures
24,Six Days Seven Nights,,"$74,339,294","2,606","$74,339,294",Jun 12 1998,Walt Disney Studios Motion Pictures
25,Blade,,"$70,087,718","2,389","$70,087,718",Aug 21 1998,New Line Cinema
26,Lost in Space,,"$69,117,629","3,306","$69,117,629",Apr 3 1998,New Line Cinema
27,A Perfect Murder,,"$67,638,368","2,845","$67,638,368",Jun 5 1998,Warner Bros.
28,The Parent Trap,,"$66,308,518","2,407","$66,308,518",Jul 31 1998,Walt Disney Studios Motion Pictures
29,You've Got Mail,,"$63,762,374","2,948","$115,821,495",Dec 18 1998,Warner Bros.
30,Ever After: A Cinderella Story,,"$61,413,264","2,067","$65,705,771",Jul 31 1998,Twentieth Century Fox
31,Hope Floats,,"$60,053,195","2,404","$60,053,195",May 29 1998,Twentieth Century Fox
32,U.S. Marshals,,"$57,167,405","2,817","$57,167,405",Mar 6 1998,Warner Bros.
33,The Man in the Iron Mask,,"$56,968,902","3,101","$56,968,902",Mar 13 1998,Metro-Goldwyn-Mayer (MGM)
34,Snake Eyes,,"$55,591,409","2,718","$55,591,409",Aug 7 1998,Paramount Pictures
35,Everest,,"$55,452,917",62,"$87,178,599",Mar 6 1998,MacGillivray Freeman Films
36,What Dreams May Come,,"$55,382,927","2,531","$55,382,927",Oct 2 1998,PolyGram
37,The Prince of Egypt,,"$55,106,631","3,218","$101,413,188",Dec 18 1998,DreamWorks Distribution
38,Halloween H20: 20 Years Later,,"$55,041,738","2,669","$55,041,738",Aug 7 1998,Dimension Films
39,Small Soldiers,,"$54,682,547","2,613","$54,682,547",Jul 10 1998,DreamWorks Distribution
40,Star Trek: Insurrection,,"$53,895,383","2,677","$70,187,658",Dec 11 1998,Paramount Pictures
41,Tomorrow Never Dies,,"$51,664,928","2,807","$125,304,276",Dec 19 1998,Metro-Goldwyn-Mayer (MGM)
42,Patch Adams,,"$46,444,325","2,909","$135,026,902",Dec 25 1998,Universal Pictures
43,Practical Magic,,"$46,404,796","2,652","$46,732,881",Oct 16 1998,Warner Bros.
44,The Negotiator,,"$44,547,681","2,436","$44,547,681",Jul 31 1998,Warner Bros.
45,Meet Joe Black,,"$43,240,705","2,527","$44,619,100",Nov 13 1998,Universal Pictures
46,Wag the Dog,,"$42,858,539","1,752","$43,061,945",Dec 25 1998,New Line Cinema
47,Ronin,,"$41,616,262","2,487","$41,616,262",Sep 25 1998,Metro-Goldwyn-Mayer (MGM)
48,The Siege,,"$39,908,508","2,582","$40,981,289",Nov 6 1998,Twentieth Century Fox
49,Primary Colors,,"$39,001,187","1,976","$39,001,187",Mar 20 1998,Universal Pictures
50,I Still Know What You Did Last Summer,,"$38,889,884","2,473","$40,002,112",Nov 13 1998,Sony Pictures Releasing
51,Pleasantville,,"$38,761,264","1,773","$40,584,421",Oct 23 1998,New Line Cinema
52,How Stella Got Her Groove Back,,"$37,672,941","1,399","$37,672,941",Aug 14 1998,Twentieth Century Fox
53,Out of Sight,,"$37,562,568","2,112","$37,562,568",Jun 26 1998,Universal Pictures
54,Urban Legend,,"$37,506,463","2,257","$38,072,438",Sep 25 1998,Sony Pictures Releasing
55,Sphere,,"$37,020,277","2,814","$37,020,277",Feb 13 1998,Warner Bros.
56,Stepmom,,"$35,435,611","2,503","$91,137,662",Dec 25 1998,Sony Pictures Releasing
57,Mousehunt,,"$33,332,421","2,233","$61,917,389",Dec 19 1998,DreamWorks Distribution
58,L.A. Confidential,,"$33,105,114","1,625","$64,616,940",Sep 19 1998,Warner Bros.
59,Mercury Rising,,"$32,935,289","2,399","$32,935,289",Apr 3 1998,Universal Pictures
60,Bride of Chucky,,"$32,305,400","2,467","$32,400,658",Oct 16 1998,Universal Pictures
61,A Night at the Roxbury,,"$30,331,165","2,169","$30,331,165",Oct 2 1998,Paramount Pictures
62,Wild Things,,"$30,147,739","2,177","$30,147,739",Mar 20 1998,Sony Pictures Releasing
63,Madeline,,"$29,967,750","1,863","$29,967,750",Jul 10 1998,Sony Pictures Releasing
64,Spice World,,"$29,342,592","2,339","$29,342,592",Jan 23 1998,Sony Pictures Releasing
