rank,title,re_release,gross,num_theaters,total_gross,date,distributor
1,The Lion King,,"$295,691,076","2,624","$312,855,561",Jun 15 1994,Walt Disney Studios Motion Pictures
2,Forrest Gump,,"$294,540,458","2,365","$329,694,499",Jul 6 1994,Paramount Pictures
3,True Lies,,"$146,282,411","2,561","$146,282,411",Jul 15 1994,Twentieth Century Fox
4,The Santa Clause,,"$132,242,452","2,388","$144,833,357",Nov 11 1994,Walt Disney Studios Motion Pictures
5,The Flintstones,,"$130,531,208","2,594","$130,531,208",May 27 1994,Universal Pictures
6,Clear and Present Danger,,"$122,187,717","2,433","$122,187,717",Aug 5 1994,Paramount Pictures
7,Speed,,"$118,329,006","2,169","$121,248,145",Jun 10 1994,Twentieth Century Fox
8,The Mask,,"$117,268,172","2,516","$119,938,730",Jul 29 1994,New Line Cinema
9,Mrs. Doubtfire,,"$110,108,760","2,354","$219,195,243",Nov 24 1994,Twentieth Century Fox
10,Interview with the Vampire: The Vampire Chronicles,,"$99,843,302","2,604","$105,264,608",Nov 11 1994,Warner Bros.
11,Maverick,,"$94,256,012","2,537","$101,631,272",May 20 1994,Warner Bros.
12,Schindler's List,,"$91,077,929","1,389","$96,065,768",Dec 15 1994,Universal Pictures
13,The Client,,"$90,358,142","2,365","$92,115,211",Jul 22 1994,Warner Bros.
14,Philadelphia,,"$75,507,143","1,604","$77,446,440",Dec 24 1994,TriStar Pictures
15,Stargate,,"$71,567,262","2,033","$71,567,262",Oct 28 1994,Metro-Goldwyn-Mayer (MGM)
16,Ace Ventura: Pet Detective,,"$70,372,383","1,963","$72,217,396",Feb 4 1994,Warner Bros.
17,Star Trek: Generations,,"$70,112,961","2,681","$75,671,125",Nov 18 1994,Paramount Pictures
18,Wolf,,"$65,002,597","2,117","$65,002,597",Jun 17 1994,Columbia Pictures
19,Pulp Fiction,,"$62,366,889","1,494","$107,928,762",Oct 14 1994,Miramax
20,Grumpy Old Men,,"$59,295,947","1,725","$70,172,621",Dec 25 1994,Warner Bros.
21,The Specialist,,"$57,362,582","2,522","$57,362,582",Oct 7 1994,Warner Bros.
22,Dumb and Dumber,,"$56,752,188","2,565","$127,175,374",Dec 16 1994,New Line Cinema
23,Four Weddings and a Funeral,,"$51,569,473","1,069","$52,700,832",Mar 11 1994,Gramercy Pictures (I)
24,Naked Gun 33 1/3: The Final Insult,,"$51,132,598","2,383","$51,132,598",Mar 18 1994,Paramount Pictures
25,The Little Rascals,,"$50,964,957","1,927","$52,125,282",Aug 5 1994,Universal Pictures
26,The Crow,,"$50,693,129","2,119","$50,693,129",May 13 1994,Miramax
27,The Pelican Brief,,"$50,411,493","2,022","$100,768,056",Dec 17 1994,Warner Bros.
28,Natural Born Killers,,"$50,282,766","1,904","$50,282,766",Aug 26 1994,Warner Bros.
29,Angels in the Outfield,,"$50,236,831","1,921","$50,236,831",Jul 15 1994,Walt Disney Studios Motion Pictures
30,When a Man Loves a Woman,,"$49,906,022","1,511","$50,021,959",Apr 29 1994,Walt Disney Studios Motion Pictures
31,The River Wild,,"$46,816,343","2,153","$46,816,343",Sep 30 1994,Universal Pictures
32,D2: The Mighty Ducks,,"$45,610,410","2,223","$45,610,410",Mar 25 1994,Walt Disney Studios Motion Pictures
33,Timecop,,"$44,853,581","2,274","$44,853,581",Sep 16 1994,Universal Pictures
34,Disclosure,,"$44,061,507","2,168","$83,015,089",Dec 9 1994,Warner Bros.
35,City Slickers II: The Legend of Curly's Gold,,"$43,622,150","2,243","$43,622,150",Jun 10 1994,Columbia Pictures
36,Beverly Hills Cop III,,"$42,614,912","2,748","$42,614,912",May 25 1994,Paramount Pictures
37,Tombstone,,"$40,366,648","1,955","$56,505,065",Dec 24 1994,Walt Disney Studios Motion Pictures
38,On Deadly Ground,,"$38,590,458","2,010","$38,590,458",Feb 18 1994,Warner Bros.
39,It Could Happen to You,,"$37,939,757","1,544","$37,939,757",Jul 29 1994,TriStar Pictures
40,The Paper,,"$37,597,346","1,577","$38,824,341",Mar 18 1994,Universal Pictures
41,The Shadow,,"$32,063,435","1,769","$32,063,435",Jul 1 1994,Universal Pictures
42,I Love Trouble,,"$30,806,194","1,746","$30,806,194",Jul 1 1994,Walt Disney Studios Motion Pictures
43,Major League II,,"$30,626,182","2,167","$30,626,182",Apr 1 1994,Warner Bros.
44,Blank Check,,"$30,577,969","1,732","$30,577,969",Feb 11 1994,Walt Disney Studios Motion Pictures
45,Blown Away,,"$30,156,002","1,862","$30,156,002",Jul 1 1994,Metro-Goldwyn-Mayer (MGM)
46,Junior,,"$30,016,730","1,896","$36,763,355",Nov 23 1994,Universal Pictures
47,In the Army Now,,"$28,881,266","1,452","$28,881,266",Aug 12 1994,Walt Disney Studios Motion Pictures
48,Beethoven's 2nd,,"$27,888,547","2,048","$53,443,066",Dec 17 1994,Universal Pictures
49,Guarding Tess,,"$27,058,304","1,614","$27,058,304",Mar 11 1994,TriStar Pictures
50,A Low Down Dirty Shame,,"$26,362,828","1,379","$29,392,418",Nov 25 1994,Walt Disney Studios Motion Pictures
51,Shadowlands,,"$25,816,054","1,023","$25,842,377",Dec 31 1994,-
52,My Father the Hero,,"$25,479,558","1,373","$25,479,558",Feb 4 1994,Walt Disney Studios Motion Pictures
53,In the Name of the Father,,"$25,060,409",688,"$25,096,862",Dec 31 1994,Universal Pictures
54,Wyatt Earp,,"$25,052,000","1,859","$25,052,000",Jun 24 1994,Warner Bros.
55,Renaissance Man,,"$24,332,324","1,788","$24,332,324",Jun 3 1994,Walt Disney Studios Motion Pictures
56,The Piano,,"$24,209,056",671,"$40,157,856",Nov 12 1994,Miramax
57,Blue Chips,,"$23,070,663","1,980","$23,070,663",Feb 18 1994,Paramount Pictures
58,Sister Act 2: Back in the Habit,,"$23,008,606","2,178","$57,319,029",Dec 10 1994,Walt Disney Studios Motion Pictures
59,Frankenstein,,"$22,006,296","2,177","$22,006,296",Nov 4 1994,Sony Pictures Releasing
60,Intersection,,"$21,355,893","1,300","$21,355,893",Jan 21 1994,Paramount Pictures
