rank,title,re_release,gross,num_theaters,total_gross,date,distributor
1,Finding Dory,,"$486,295,561","4,305","$486,295,561",Jun 17,Walt Disney Studios Motion Pictures
2,Rogue One: A Star Wars Story,,"$408,235,850","4,157","$532,177,324",Dec 16,Walt Disney Studios Motion Pictures
3,Captain America: Civil War,,"$408,084,349","4,226","$408,084,349",May 6,Walt Disney Studios Motion Pictures
4,The Secret Life of Pets,,"$368,384,330","4,381","$368,623,860",Jul 8,Universal Pictures
5,The Jungle Book,,"$364,001,123","4,144","$364,001,123",Apr 15,Walt Disney Studios Motion Pictures
6,Deadpool,,"$363,070,709","3,856","$363,070,709",Feb 12,Twentieth Century Fox
7,Zootopia,,"$341,268,248","3,959","$341,268,248",Mar 4,Walt Disney Studios Motion Pictures
8,Batman v Superman: Dawn of Justice,,"$330,360,194","4,256","$330,360,194",Mar 25,Warner Bros.
9,Suicide Squad,,"$325,100,054","4,255","$325,100,054",Aug 5,Warner Bros.
10,Star Wars: Episode VII - The Force Awakens,,"$284,694,956","4,134","$936,662,225",Dec 18,Walt Disney Studios Motion Pictures
11,Doctor Strange,,"$229,876,337","3,882","$232,641,920",Nov 4,Walt Disney Studios Motion Pictures
12,Fantastic Beasts and Where to Find Them,,"$222,675,573","4,144","$234,037,575",Nov 18,Warner Bros.
13,Moana,,"$206,477,478","3,875","$248,757,044",Nov 23,Walt Disney Studios Motion Pictures
14,The Revenant,,"$182,765,375","3,711","$183,637,894",Dec 25,Twentieth Century Fox
15,Jason Bourne,,"$162,434,410","4,039","$162,434,410",Jul 29,Universal Pictures
16,Star Trek Beyond,,"$158,848,340","3,928","$158,848,340",Jul 22,Paramount Pictures
17,X-Men: Apocalypse,,"$155,442,489","4,153","$155,442,489",May 27,Twentieth Century Fox
18,Sing,,"$152,853,995","4,029","$270,395,425",Dec 21,Universal Pictures
19,Trolls,,"$150,130,292","4,066","$153,856,089",Nov 4,Twentieth Century Fox
20,Kung Fu Panda 3,,"$143,528,619","3,987","$143,528,619",Jan 29,Twentieth Century Fox
21,Ghostbusters,,"$128,350,574","3,963","$128,350,574",Jul 15,Sony Pictures Releasing
22,Central Intelligence,,"$127,440,871","3,508","$127,440,871",Jun 17,Warner Bros.
23,The Legend of Tarzan,,"$126,643,061","3,591","$126,643,061",Jul 1,Warner Bros.
24,Sully,,"$124,976,335","3,955","$125,070,033",Sep 9,Warner Bros.
25,Bad Moms,,"$113,257,297","3,215","$113,257,297",Jul 29,STX Entertainment
26,The Angry Birds Movie,,"$107,509,366","3,932","$107,509,366",May 20,Sony Pictures Releasing
27,Independence Day: Resurgence,,"$103,144,286","4,130","$103,144,286",Jun 24,Twentieth Century Fox
28,The Conjuring 2,,"$102,470,008","3,356","$102,470,008",Jun 10,Warner Bros.
29,Sausage Party,,"$97,685,686","3,135","$97,685,686",Aug 12,Sony Pictures Releasing
30,The Magnificent Seven,,"$93,420,253","3,696","$93,432,655",Sep 23,Sony Pictures Releasing
31,Arrival,,"$91,676,099","3,115","$100,546,139",Nov 11,Paramount Pictures
32,Ride Along 2,,"$91,221,830","3,192","$91,221,830",Jan 15,Universal Pictures
33,Don't Breathe,,"$89,217,875","3,384","$89,217,875",Aug 26,Screen Gems
34,Miss Peregrine's Home for Peculiar Children,,"$86,945,137","3,835","$87,242,834",Sep 30,Twentieth Century Fox
35,The Accountant,,"$85,856,696","3,402","$86,260,045",Oct 14,Warner Bros.
36,Daddy's Home,,"$85,672,859","3,483","$150,357,137",Dec 25,Paramount Pictures
37,Teenage Mutant Ninja Turtles: Out of the Shadows,,"$82,051,601","4,071","$82,051,601",Jun 3,Paramount Pictures
38,The Purge: Election Year,,"$79,213,375","2,821","$79,213,375",Jul 1,Universal Pictures
39,Alice Through the Looking Glass,,"$77,041,381","3,763","$77,041,381",May 27,Walt Disney Studios Motion Pictures
40,Pete's Dragon,,"$76,233,151","3,702","$76,233,151",Aug 12,Walt Disney Studios Motion Pictures
41,The Girl on the Train,,"$75,395,035","3,241","$75,395,035",Oct 7,Universal Pictures
