rank,title,re_release,gross,num_theaters,total_gross,date,distributor
1,Batman Returns,,"$162,831,698","2,644","$162,831,698",Jun 19 1992,Warner Bros.
2,Lethal Weapon 3,,"$144,731,527","2,568","$144,731,527",May 15 1992,Warner Bros.
3,Sister Act,,"$139,605,150","2,087","$139,605,150",May 29 1992,Walt Disney Studios Motion Pictures
4,Home Alone 2: Lost in New York,,"$136,206,365","2,461","$173,585,516",Nov 20 1992,Twentieth Century Fox
5,Wayne's World,,"$120,244,016","1,878","$121,697,323",Feb 14 1992,Paramount Pictures
6,Basic Instinct,,"$117,727,224","1,884","$117,727,224",Mar 20 1992,TriStar Pictures
7,A League of Their Own,,"$107,533,928","2,084","$107,533,928",Jul 1 1992,Sony Pictures Releasing
8,Aladdin,,"$99,144,774","2,331","$217,350,219",Nov 13 1992,Walt Disney Studios Motion Pictures
9,The Hand That Rocks the Cradle,,"$88,036,683","1,759","$88,036,683",Jan 10 1992,Walt Disney Studios Motion Pictures
10,Under Siege,,"$83,563,139","2,248","$83,563,139",Oct 9 1992,Warner Bros.
11,Patriot Games,,"$83,351,587","2,396","$83,351,587",Jun 5 1992,Paramount Pictures
12,Bram Stoker's Dracula,,"$82,522,790","2,491","$82,522,790",Nov 13 1992,Columbia Pictures
13,The Bodyguard,,"$79,567,308","1,806","$121,945,720",Nov 25 1992,Warner Bros.
14,White Men Can't Jump,,"$76,253,806","1,929","$76,253,806",Mar 27 1992,Twentieth Century Fox
15,Fried Green Tomatoes,,"$76,094,551","1,331","$82,418,501",Dec 27 1992,Universal Pictures
16,The Last of the Mohicans,,"$75,505,856","1,856","$75,505,856",Sep 25 1992,Twentieth Century Fox
17,Unforgiven,,"$75,013,499","2,087","$101,157,447",Aug 7 1992,Warner Bros.
18,Beauty and the Beast,,"$72,846,175","1,960","$145,863,363",Nov 15 1992,Walt Disney Studios Motion Pictures
19,Boomerang,,"$70,052,444","2,145","$70,052,444",Jul 1 1992,Paramount Pictures
20,A Few Good Men,,"$63,128,837","2,201","$141,340,178",Dec 11 1992,Columbia Pictures
21,Father of the Bride,,"$60,774,648","1,712","$89,325,780",Dec 20 1992,Walt Disney Studios Motion Pictures
22,Far and Away,,"$58,883,840","1,885","$58,883,840",May 22 1992,Universal Pictures
23,The Prince of Tides,,"$58,513,374","1,546","$74,787,599",Dec 27 1992,Columbia Pictures
24,Death Becomes Her,,"$58,422,650","1,866","$58,422,650",Jul 31 1992,Universal Pictures
25,"Honey, I Blew Up the Kid",,"$57,402,051","2,429","$58,662,452",Jul 17 1992,Walt Disney Studios Motion Pictures
26,Unlawful Entry,,"$57,138,719","1,530","$57,138,719",Jun 26 1992,Twentieth Century Fox
27,Alien 3,,"$55,473,545","2,227","$55,473,545",May 22 1992,Twentieth Century Fox
28,Hook,,"$55,392,978","2,254","$119,654,823",Dec 11 1992,TriStar Pictures
