rank,title,re_release,gross,num_theaters,total_gross,date,distributor
1,Men in Black,,"$250,690,539","3,180","$250,690,539",Jul 2,Sony Pictures Releasing
2,The Lost World: Jurassic Park,,"$229,086,679","3,565","$229,086,679",May 23,Universal Pictures
3,Liar Liar,,"$181,410,615","2,909","$181,410,615",Mar 21,Universal Pictures
4,Air Force One,,"$171,482,545","2,981","$172,956,409",Jul 25,Sony Pictures Releasing
5,Star Wars: Episode IV - A New Hope,1997 Special Edition,"$137,690,767","2,375","$138,257,865",Jan 31,Twentieth Century Fox
6,My Best Friend's Wedding,,"$127,120,029","2,376","$127,120,029",Jun 20,Sony Pictures Releasing
7,Titanic,,"$112,594,173","3,265","$600,683,057",Dec 19,Paramount Pictures
8,Face/Off,,"$112,276,146","2,851","$112,276,146",Jun 27,Paramount Pictures
9,Batman & Robin,,"$107,325,195","2,942","$107,325,195",Jun 20,Warner Bros.
10,George of the Jungle,,"$105,263,257","2,616","$105,263,257",Jul 18,Walt Disney Studios Motion Pictures
11,Con Air,,"$101,117,573","2,941","$101,117,573",Jun 6,Walt Disney Studios Motion Pictures
12,Hercules,,"$99,112,101","2,930","$99,112,101",Jun 15,Walt Disney Studios Motion Pictures
13,Contact,,"$99,040,239","2,314","$100,920,329",Jul 11,Warner Bros.
14,Jerry Maguire,,"$88,276,775","2,531","$153,952,592",Dec 13,Sony Pictures Releasing
15,Flubber,,"$77,127,245","2,679","$92,977,226",Nov 26,Walt Disney Studios Motion Pictures
16,Conspiracy Theory,,"$75,982,834","2,806","$75,982,834",Aug 8,Warner Bros.
17,Scream 2,,"$75,894,584","2,688","$101,363,301",Dec 12,Dimension Films
18,Scream,,"$74,888,488","1,994","$103,046,663",Dec 20,Dimension Films
19,Tomorrow Never Dies,,"$73,340,938","2,807","$125,304,276",Dec 19,Metro-Goldwyn-Mayer (MGM)
20,I Know What You Did Last Summer,,"$72,586,134","2,524","$72,586,134",Oct 17,Sony Pictures Releasing
21,Dante's Peak,,"$67,127,760","2,761","$67,127,760",Feb 7,Universal Pictures
22,Star Wars: Episode V - The Empire Strikes Back,1997 Special Edition,"$66,633,883","2,322","$67,597,694",Feb 21,Twentieth Century Fox
23,Anaconda,,"$65,885,767","2,456","$65,885,767",Apr 11,Sony Pictures Releasing
24,In & Out,,"$63,856,929","2,452","$63,856,929",Sep 19,Paramount Pictures
25,The Fifth Element,,"$63,820,180","2,500","$63,820,180",May 9,Sony Pictures Releasing
26,Michael,,"$63,413,893","2,325","$95,318,203",Dec 25,New Line Cinema
27,The Saint,,"$61,363,304","2,500","$61,363,304",Apr 4,Paramount Pictures
28,Kiss the Girls,,"$60,527,873","2,406","$60,527,873",Oct 3,Paramount Pictures
29,Jungle 2 Jungle,,"$59,927,618","2,340","$59,927,618",Mar 7,Walt Disney Studios Motion Pictures
30,The Devil's Advocate,,"$58,994,812","2,404","$60,944,660",Oct 17,Warner Bros.
31,The Jackal,,"$54,930,280","2,309","$54,930,280",Nov 14,Universal Pictures
32,The English Patient,,"$54,880,610","1,409","$78,676,425",Nov 15,Miramax
33,Spawn,,"$54,870,175","2,604","$54,870,175",Aug 1,New Line Cinema
34,Starship Troopers,,"$54,814,377","2,971","$54,814,377",Nov 7,Sony Pictures Releasing
35,Austin Powers: International Man of Mystery,,"$53,883,989","2,187","$53,883,989",May 2,New Line Cinema
36,Anastasia,,"$50,242,679","2,511","$58,406,347",Nov 14,Twentieth Century Fox
37,Breakdown,,"$50,159,144","2,348","$50,159,144",May 2,Paramount Pictures
38,Absolute Power,,"$50,068,310","2,568","$50,068,310",Feb 14,Sony Pictures Releasing
39,Evita,,"$49,587,092","1,045","$50,047,179",Dec 25,Walt Disney Studios Motion Pictures
40,Volcano,,"$49,323,468","2,777","$49,323,468",Apr 25,Twentieth Century Fox
41,Speed 2: Cruise Control,,"$48,608,066","2,625","$48,608,066",Jun 13,Twentieth Century Fox
