rank,title,re_release,gross,num_theaters,total_gross,date,distributor
1,Black Panther,,"$700,059,566","4,084","$700,059,566",Feb 16,Walt Disney Studios Motion Pictures
2,Avengers: Infinity War,,"$678,815,482","4,474","$678,815,482",Apr 27,Walt Disney Studios Motion Pictures
3,Incredibles 2,,"$608,581,744","4,410","$608,581,744",Jun 15,Walt Disney Studios Motion Pictures
4,Jurassic World: Fallen Kingdom,,"$417,719,760","4,485","$417,719,760",Jun 22,Universal Pictures
5,Deadpool 2,,"$318,491,426","4,349","$318,491,426",May 18,Twentieth Century Fox
6,The Grinch,,"$266,280,410","4,141","$271,478,510",Nov 9,Universal Pictures
7,Jumanji: Welcome to the Jungle,,"$235,512,923","3,849","$404,515,480",Dec 20,Sony Pictures Releasing
8,Mission: Impossible - Fallout,,"$220,159,104","4,395","$220,159,104",Jul 27,Paramount Pictures
9,Ant-Man and the Wasp,,"$216,648,740","4,206","$216,648,740",Jul 6,Walt Disney Studios Motion Pictures
10,Solo: A Star Wars Story,,"$213,767,512","4,381","$213,767,512",May 25,Walt Disney Studios Motion Pictures
11,Venom,,"$213,312,395","4,250","$213,515,506",Oct 5,Sony Pictures Releasing
12,A Star Is Born,,"$201,157,885","3,904","$215,288,866",Oct 5,Warner Bros.
13,Aquaman,,"$199,059,824","4,184","$335,061,807",Dec 21,Warner Bros.
14,Bohemian Rhapsody,,"$189,813,133","4,000","$216,428,042",Nov 2,Twentieth Century Fox
15,A Quiet Place,,"$188,024,361","3,808","$188,024,361",Apr 6,Paramount Pictures
16,Ralph Breaks the Internet,,"$177,616,854","4,017","$201,091,711",Nov 21,Walt Disney Studios Motion Pictures
17,Crazy Rich Asians,,"$174,039,071","3,865","$174,532,921",Aug 15,Warner Bros.
18,Hotel Transylvania 3: Summer Vacation,,"$168,786,400","4,267","$167,510,016",Jul 13,Sony Pictures Releasing
19,Halloween,,"$159,336,510","3,990","$159,342,015",Oct 19,Universal Pictures
20,Fantastic Beasts: The Crimes of Grindelwald,,"$156,781,859","4,163","$159,555,901",Nov 16,Warner Bros.
21,The Meg,,"$145,443,742","4,118","$145,443,742",Aug 10,Warner Bros.
22,Ocean's Eight,,"$140,218,711","4,145","$140,218,711",Jun 8,Warner Bros.
23,Ready Player One,,"$137,690,172","4,234","$137,690,172",Mar 29,Warner Bros.
24,The Greatest Showman,,"$125,303,456","3,342","$174,340,174",Dec 20,Twentieth Century Fox
25,Mamma Mia! Here We Go Again,,"$120,634,935","3,514","$120,634,935",Jul 20,Universal Pictures
26,The Nun,,"$117,450,119","3,876","$117,450,119",Sep 7,Warner Bros.
27,Peter Rabbit,,"$115,253,424","3,725","$115,253,424",Feb 9,Sony Pictures Releasing
28,Creed II,,"$112,448,520","3,752","$115,715,889",Nov 21,Metro-Goldwyn-Mayer (MGM)
29,Spider-Man: Into the Spider-Verse,,"$108,146,445","3,813","$190,241,310",Dec 14,Sony Pictures Releasing
30,Mary Poppins Returns,,"$105,930,461","4,090","$171,958,438",Dec 19,Walt Disney Studios Motion Pictures
31,Star Wars: Episode VIII - The Last Jedi,,"$102,963,014","4,232","$620,181,382",Dec 15,Walt Disney Studios Motion Pictures
32,The Equalizer 2,,"$102,084,362","3,388","$102,084,362",Jul 20,Sony Pictures Releasing
33,Rampage,,"$101,028,233","4,115","$101,028,233",Apr 13,Warner Bros.
34,A Wrinkle in Time,,"$100,478,608","3,980","$100,478,608",Mar 9,Walt Disney Studios Motion Pictures
35,Fifty Shades Freed,,"$100,407,760","3,768","$100,407,760",Feb 9,Universal Pictures
36,Christopher Robin,,"$99,215,042","3,602","$99,215,042",Aug 3,Walt Disney Studios Motion Pictures
37,I Can Only Imagine,,"$83,482,352","2,894","$83,482,352",Mar 16,Roadside Attractions
38,Smallfoot,,"$82,976,621","4,131","$83,240,103",Sep 28,Warner Bros.
39,The Post,,"$80,143,337","2,851","$81,903,458",Dec 22,Twentieth Century Fox
40,Night School,,"$77,316,580","3,019","$77,339,130",Sep 28,Universal Pictures
41,Bumblebee,,"$71,426,119","3,597","$127,195,589",Dec 21,Paramount Pictures
42,The First Purge,,"$69,488,745","3,038","$69,488,745",Jul 4,Universal Pictures
43,Game Night,,"$69,179,066","3,502","$69,179,066",Feb 23,Warner Bros.
44,Book Club,,"$68,566,296","3,169","$68,566,296",May 18,Paramount Pictures
45,The House with a Clock in Its Walls,,"$68,536,400","3,592","$68,549,695",Sep 21,Universal Pictures
46,Skyscraper,,"$68,420,120","3,822","$68,420,120",Jul 13,Universal Pictures
47,Insidious: The Last Key,,"$67,745,330","3,150","$67,745,330",Jan 5,Universal Pictures
48,Instant Family,,"$64,845,006","3,426","$67,363,237",Nov 16,Paramount Pictures
49,The Mule,,"$64,720,334","3,329","$103,804,407",Dec 14,Warner Bros.
50,Blockers,,"$60,311,495","3,418","$60,311,495",Apr 6,Universal Pictures
51,Pacific Rim: Uprising,,"$59,874,525","3,708","$59,874,525",Mar 23,Universal Pictures
52,Tomb Raider,,"$58,250,803","3,854","$58,250,803",Mar 16,Warner Bros.
