rank,title,re_release,gross,num_theaters,total_gross,date,distributor
1,Harry Potter and the Sorcerer's Stone,,"$288,516,414","3,672","$317,575,550",Nov 16,Warner Bros.
2,Shrek,,"$267,665,011","3,715","$267,851,831",May 16,DreamWorks Distribution
3,"Monsters, Inc.",,"$237,466,244","3,649","$255,873,250",Nov 2,Walt Disney Studios Motion Pictures
4,Rush Hour 2,,"$226,164,286","3,118","$226,164,286",Aug 3,New Line Cinema
5,The Mummy Returns,,"$202,019,785","3,553","$202,019,785",May 4,Universal Pictures
6,Pearl Harbor,,"$198,542,554","3,255","$198,542,554",May 25,Walt Disney Studios Motion Pictures
7,Jurassic Park III,,"$181,171,875","3,462","$181,171,875",Jul 18,Universal Pictures
8,Planet of the Apes,,"$179,737,919","3,530","$180,011,740",Jul 27,Twentieth Century Fox
9,Hannibal,,"$165,092,268","3,292","$165,092,268",Feb 9,Metro-Goldwyn-Mayer (MGM)
10,The Lord of the Rings: The Fellowship of the Ring,,"$163,871,215","3,381","$313,364,114",Dec 19,New Line Cinema
11,American Pie 2,,"$145,103,595","3,157","$145,103,595",Aug 10,Universal Pictures
12,The Fast and the Furious,,"$144,533,925","2,899","$144,533,925",Jun 22,Universal Pictures
13,Ocean's Eleven,,"$132,148,523","3,075","$183,417,150",Dec 7,Warner Bros.
14,Lara Croft: Tomb Raider,,"$131,168,070","3,349","$131,168,070",Jun 15,Paramount Pictures
15,Traffic,,"$123,821,766","1,755","$124,115,725",Dec 27,USA Films
16,Cast Away,,"$123,211,641","3,061","$233,632,142",Dec 22,Twentieth Century Fox
17,"Crouching Tiger, Hidden Dragon",,"$116,297,316","2,027","$128,078,872",Dec 8,Sony Pictures Classics
18,Dr. Dolittle 2,,"$112,952,899","3,053","$112,952,899",Jun 22,Twentieth Century Fox
19,Spy Kids,,"$112,719,001","3,191","$112,719,001",Mar 30,Miramax
20,The Princess Diaries,,"$108,164,921","2,749","$108,248,956",Aug 3,Walt Disney Studios Motion Pictures
21,The Others,,"$96,522,687","2,843","$96,522,687",Aug 10,Miramax
22,Legally Blonde,,"$96,520,674","2,725","$96,520,674",Jul 13,Metro-Goldwyn-Mayer (MGM)
23,America's Sweethearts,,"$93,607,673","3,011","$93,607,673",Jul 20,Revolution Studios
24,Cats & Dogs,,"$93,385,515","3,040","$93,385,515",Jul 4,Warner Bros.
25,Save the Last Dance,,"$91,057,006","2,570","$91,057,006",Jan 12,Paramount Pictures
26,Atlantis: The Lost Empire,,"$84,056,472","3,071","$84,056,472",Jun 8,Walt Disney Studios Motion Pictures
27,A.I. Artificial Intelligence,,"$78,616,689","3,242","$78,616,689",Jun 29,Warner Bros.
28,Training Day,,"$76,631,907","2,712","$76,631,907",Oct 5,Warner Bros.
29,Along Came a Spider,,"$74,078,174","2,573","$74,078,174",Apr 6,Paramount Pictures
30,What Women Want,,"$72,624,146","3,092","$182,811,707",Dec 15,Paramount Pictures
31,Bridget Jones's Diary,,"$71,543,427","2,547","$71,543,427",Apr 13,Miramax
32,Scary Movie 2,,"$71,308,997","3,220","$71,308,997",Jul 4,Miramax
33,The Score,,"$71,107,711","2,211","$71,107,711",Jul 13,Paramount Pictures
34,Swordfish,,"$69,772,969","2,688","$69,772,969",Jun 8,Warner Bros.
35,Vanilla Sky,,"$68,620,163","2,842","$100,618,344",Dec 14,Paramount Pictures
36,Shallow Hal,,"$68,352,745","2,799","$70,839,203",Nov 9,Twentieth Century Fox
37,Chocolat,,"$68,038,305","1,928","$71,509,363",Dec 15,Miramax
38,The Mexican,,"$66,845,033","3,162","$66,845,033",Mar 2,DreamWorks Distribution
39,Miss Congeniality,,"$65,033,094","2,668","$106,807,667",Dec 22,Warner Bros.
40,Down to Earth,,"$64,186,502","2,521","$64,186,502",Feb 16,Paramount Pictures
41,Spy Game,,"$60,840,050","2,770","$62,362,560",Nov 21,Universal Pictures
42,The Wedding Planner,,"$60,400,856","2,785","$60,400,856",Jan 26,Sony Pictures Releasing
43,The Animal,,"$57,743,291","2,788","$57,743,062",Jun 1,Revolution Studios
44,Moulin Rouge!,,"$57,039,601","2,283","$57,386,607",May 18,Twentieth Century Fox
45,Rat Race,,"$56,618,055","2,551","$56,618,055",Aug 17,Paramount Pictures
46,A Knight's Tale,,"$56,569,702","2,980","$56,569,702",May 11,Sony Pictures Releasing
47,Don't Say a Word,,"$54,916,382","2,842","$55,001,642",Sep 28,Twentieth Century Fox
48,Blow,,"$52,990,775","2,249","$52,990,775",Apr 6,New Line Cinema
49,Exit Wounds,,"$51,758,599","2,830","$51,758,599",Mar 16,Warner Bros.
50,Enemy at the Gates,,"$51,401,758","1,724","$51,401,758",Mar 16,Paramount Pictures
51,K-PAX,,"$50,295,015","2,581","$50,338,485",Oct 26,Universal Pictures
52,Behind Enemy Lines,,"$50,215,028","2,844","$58,856,790",Nov 30,Twentieth Century Fox
53,Serendipity,,"$50,056,224","2,610","$50,294,317",Oct 5,Miramax
54,Finding Forrester,,"$47,778,290","2,002","$51,804,714",Dec 22,Sony Pictures Releasing
55,Jimmy Neutron: Boy Genius,,"$45,701,766","3,151","$80,936,232",Dec 21,Paramount Pictures
56,Zoolander,,"$45,104,133","2,522","$45,172,250",Sep 28,Paramount Pictures
57,Domestic Disturbance,,"$44,723,385","2,910","$45,246,095",Nov 2,Paramount Pictures
58,"O Brother, Where Art Thou?",,"$44,288,980",847,"$45,512,588",Dec 22,Walt Disney Studios Motion Pictures
59,The One,,"$43,905,746","2,894","$43,905,746",Nov 2,Revolution Studios
60,Thir13en Ghosts,,"$41,867,960","2,781","$41,867,960",Oct 26,Warner Bros.
61,Bandits,,"$41,393,367","3,207","$41,575,141",Oct 12,Metro-Goldwyn-Mayer (MGM)
62,Heartbreakers,,"$40,336,607","2,751","$40,336,607",Mar 23,Metro-Goldwyn-Mayer (MGM)
63,Hardball,,"$40,042,117","2,314","$40,222,729",Sep 14,Paramount Pictures
64,Evolution,,"$38,345,494","2,613","$38,345,494",Jun 8,DreamWorks Distribution
65,Jeepers Creepers,,"$37,904,175","2,944","$37,904,175",Aug 31,United Artists
66,The Emperor's New Groove,,"$37,711,468","2,887","$89,302,687",Dec 15,Walt Disney Studios Motion Pictures
67,Kiss of the Dragon,,"$36,845,124","2,100","$36,845,124",Jul 6,Twentieth Century Fox
68,Recess: School's Out,,"$36,706,141","2,630","$36,706,141",Feb 16,Walt Disney Studios Motion Pictures
69,Ali,,"$36,694,948","2,521","$58,203,105",Dec 25,Sony Pictures Releasing
70,The Family Man,,"$36,622,975","2,441","$75,793,305",Dec 22,Universal Pictures
71,Thirteen Days,,"$34,332,515","2,034","$34,592,089",Dec 22,New Line Cinema
72,See Spot Run,,"$33,357,476","2,656","$33,357,476",Mar 2,Warner Bros.
73,Driven,,"$32,720,065","2,905","$32,720,065",Apr 27,Warner Bros.
74,What's the Worst That Could Happen?,,"$32,269,834","2,675","$32,269,834",Jun 1,Metro-Goldwyn-Mayer (MGM)
75,Final Fantasy: The Spirits Within,,"$32,131,830","2,649","$32,131,830",Jul 11,Sony Pictures Releasing
76,Black Knight,,"$31,507,862","2,571","$33,426,971",Nov 21,Twentieth Century Fox
77,From Hell,,"$31,485,734","2,334","$31,602,566",Oct 19,Twentieth Century Fox
