date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31 2005,New Year's Eve 2005,Saturday,365,"$35,836,680",-20.5%,+77.6%,37,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$7,745,203"
Dec 30 2005,,Friday,364,"$45,083,620",+18.5%,+23.7%,37,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$9,703,562"
Dec 29 2005,,Thursday,363,"$38,052,935",+0.5%,+67.2%,37,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$8,875,130"
Dec 28 2005,,Wednesday,362,"$37,854,530",-5.6%,+84.5%,37,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$8,756,930"
Dec 27 2005,,Tuesday,361,"$40,092,401",-27.3%,+152%,36,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$9,224,127"
Dec 26 2005,,Monday,360,"$55,163,752",+33.1%,+250.4%,39,King Kong,"$12,015,360"
Dec 25 2005,Christmas Day 2005,Sunday,359,"$41,446,790",-13.2%,+26.3%,39,King Kong,"$8,850,600"
Dec 24 2005,,Saturday,358,"$20,176,875",-44.7%,-58.3%,35,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$4,740,768"
Dec 23 2005,,Friday,357,"$36,456,528",+60.2%,+5.3%,35,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$7,930,875"
Dec 22 2005,,Thursday,356,"$22,757,601",+10.9%,+76.5%,35,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$5,763,097"
Dec 21 2005,,Wednesday,355,"$20,515,335",+29%,+26.3%,36,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$4,940,386"
Dec 20 2005,,Tuesday,354,"$15,906,857",+1%,+103.8%,36,King Kong,"$5,244,960"
Dec 19 2005,,Monday,353,"$15,743,365",-56.9%,+89.2%,36,King Kong,"$5,638,125"
Dec 18 2005,,Sunday,352,"$36,542,812",-24.5%,+23.6%,38,King Kong,"$15,556,225"
Dec 17 2005,,Saturday,351,"$48,424,550",+39.9%,+4.2%,38,King Kong,"$20,105,680"
Dec 16 2005,,Friday,350,"$34,618,473",+168.5%,-7.6%,38,King Kong,"$14,468,240"
Dec 15 2005,,Thursday,349,"$12,895,058",-20.6%,+189.3%,37,King Kong,"$6,295,755"
Dec 14 2005,,Wednesday,348,"$16,245,661",+108.1%,+267.5%,37,King Kong,"$9,755,745"
Dec 13 2005,,Tuesday,347,"$7,806,379",-6.2%,+64.9%,36,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$4,026,675"
Dec 12 2005,,Monday,346,"$8,322,018",-71.9%,+82.4%,36,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$4,603,152"
Dec 11 2005,,Sunday,345,"$29,563,937",-36.4%,+59.4%,40,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$17,223,441"
Dec 10 2005,,Saturday,344,"$46,492,592",+24.1%,+45.2%,40,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$25,326,015"
Dec 9 2005,,Friday,343,"$37,463,827",+740.6%,+64.4%,40,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","$23,006,856"
Dec 8 2005,,Thursday,342,"$4,456,601",+0.8%,-24.9%,36,Harry Potter and the Goblet of Fire,"$1,121,205"
Dec 7 2005,,Wednesday,341,"$4,420,381",-6.6%,-26.4%,36,Harry Potter and the Goblet of Fire,"$1,122,444"
Dec 6 2005,,Tuesday,340,"$4,733,994",+3.7%,-28.2%,36,Harry Potter and the Goblet of Fire,"$1,154,199"
Dec 5 2005,,Monday,339,"$4,563,019",-75.4%,-34.1%,36,Harry Potter and the Goblet of Fire,"$1,139,298"
Dec 4 2005,,Sunday,338,"$18,550,870",-42.1%,-37.6%,38,Harry Potter and the Goblet of Fire,"$5,620,827"
Dec 3 2005,,Saturday,337,"$32,016,041",+40.5%,-41.8%,38,Harry Potter and the Goblet of Fire,"$8,886,217"
Dec 2 2005,,Friday,336,"$22,790,259",+284.1%,-61%,38,Harry Potter and the Goblet of Fire,"$5,371,092"
Dec 1 2005,,Thursday,335,"$5,933,155",-1.2%,-80.8%,39,Harry Potter and the Goblet of Fire,"$1,844,460"
Nov 30 2005,,Wednesday,334,"$6,002,964",-9%,-81.7%,39,Harry Potter and the Goblet of Fire,"$1,947,313"
Nov 29 2005,,Tuesday,333,"$6,597,151",-4.8%,-58.9%,39,Harry Potter and the Goblet of Fire,"$2,145,227"
Nov 28 2005,,Monday,332,"$6,927,584",-76.7%,-50.2%,41,Harry Potter and the Goblet of Fire,"$2,441,373"
Nov 27 2005,,Sunday,331,"$29,722,118",-46%,-31.8%,42,Harry Potter and the Goblet of Fire,"$11,751,498"
Nov 26 2005,,Saturday,330,"$55,032,305",-5.7%,-15.6%,40,Harry Potter and the Goblet of Fire,"$20,204,338"
Nov 25 2005,,Friday,329,"$58,387,568",+89.2%,-3.1%,40,Harry Potter and the Goblet of Fire,"$22,771,302"
Nov 24 2005,Thanksgiving 2005,Thursday,328,"$30,854,745",-5.8%,+567.4%,40,Harry Potter and the Goblet of Fire,"$12,409,162"
Nov 23 2005,,Wednesday,327,"$32,762,697",+104.3%,+578.2%,41,Harry Potter and the Goblet of Fire,"$14,130,383"
Nov 22 2005,,Tuesday,326,"$16,033,914",+15.2%,+204.7%,35,Harry Potter and the Goblet of Fire,"$9,002,342"
