date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31 1985,New Year's Eve 1985,Tuesday,365,"$401,356",-7.3%,+283.4%,1,Back to the Future,"$401,356"
Dec 30 1985,,Monday,364,"$432,974",-31.3%,+113.6%,1,Back to the Future,"$432,974"
Dec 29 1985,,Sunday,363,"$630,034",-7.6%,+82.8%,1,Back to the Future,"$630,034"
Dec 28 1985,,Saturday,362,"$681,606",+24.3%,+87.7%,1,Back to the Future,"$681,606"
Dec 27 1985,,Friday,361,"$548,208",+48.3%,+177.3%,1,Back to the Future,"$548,208"
Dec 26 1985,,Thursday,360,"$369,750",+61%,+508.4%,1,Back to the Future,"$369,750"
Dec 25 1985,Christmas Day 1985,Wednesday,359,"$229,593",+379.2%,+260.3%,1,Back to the Future,"$229,593"
Dec 24 1985,,Tuesday,358,"$104,676",-48.4%,+74.2%,1,Back to the Future,"$104,676"
Dec 23 1985,,Monday,357,"$202,725",-41.2%,+339.3%,1,Back to the Future,"$202,725"
Dec 22 1985,,Sunday,356,"$344,589",-5.1%,+66.2%,1,Back to the Future,"$344,589"
Dec 21 1985,,Saturday,355,"$363,150",+83.7%,+14.3%,1,Back to the Future,"$363,150"
Dec 20 1985,,Friday,354,"$197,715",+225.3%,+12.8%,1,Back to the Future,"$197,715"
Dec 19 1985,,Thursday,353,"$60,775",-4.6%,+8.8%,1,Back to the Future,"$60,775"
Dec 18 1985,,Wednesday,352,"$63,720",+6%,+6.1%,1,Back to the Future,"$63,720"
Dec 17 1985,,Tuesday,351,"$60,095",+30.2%,-14.2%,1,Back to the Future,"$60,095"
Dec 16 1985,,Monday,350,"$46,150",-77.7%,-13.1%,1,Back to the Future,"$46,150"
Dec 15 1985,,Sunday,349,"$207,290",-34.7%,-21.9%,1,Back to the Future,"$207,290"
Dec 14 1985,,Saturday,348,"$317,651",+81.2%,-32%,1,Back to the Future,"$317,651"
Dec 13 1985,,Friday,347,"$175,291",+213.8%,-30.6%,1,Back to the Future,"$175,291"
Dec 12 1985,,Thursday,346,"$55,860",-7%,-27.1%,1,Back to the Future,"$55,860"
Dec 11 1985,,Wednesday,345,"$60,075",-14.3%,-30.8%,1,Back to the Future,"$60,075"
Dec 10 1985,,Tuesday,344,"$70,080",+32%,-35.2%,1,Back to the Future,"$70,080"
Dec 9 1985,,Monday,343,"$53,100",-80%,-25.2%,1,Back to the Future,"$53,100"
Dec 8 1985,,Sunday,342,"$265,524",-43.2%,-30.1%,1,Back to the Future,"$265,524"
Dec 7 1985,,Saturday,341,"$467,373",+85%,-50%,1,Back to the Future,"$467,373"
Dec 6 1985,,Friday,340,"$252,571",+229.5%,-68.8%,1,Back to the Future,"$252,571"
Dec 5 1985,,Thursday,339,"$76,650",-11.7%,-81.1%,1,Back to the Future,"$76,650"
Dec 4 1985,,Wednesday,338,"$86,785",-19.8%,-69.1%,1,Back to the Future,"$86,785"
Dec 3 1985,,Tuesday,337,"$108,200",+52.4%,-23.9%,1,Back to the Future,"$108,200"
Dec 2 1985,,Monday,336,"$70,980",-81.3%,-30.3%,1,Back to the Future,"$70,980"
Dec 1 1985,,Sunday,335,"$380,120",-59.3%,-8.4%,1,Back to the Future,"$380,120"
Nov 30 1985,,Saturday,334,"$933,832",+15.4%,+11.4%,1,Back to the Future,"$933,832"
Nov 29 1985,,Friday,333,"$808,962",+99.7%,+83.4%,1,Back to the Future,"$808,962"
Nov 28 1985,Thanksgiving 1985,Thursday,332,"$405,000",+44.2%,+273.4%,1,Back to the Future,"$405,000"
Nov 27 1985,,Wednesday,331,"$280,800",+97.6%,+152.9%,1,Back to the Future,"$280,800"
Nov 26 1985,,Tuesday,330,"$142,100",+39.6%,+2.1%,1,Back to the Future,"$142,100"
Nov 25 1985,,Monday,329,"$101,800",-75.5%,+7%,1,Back to the Future,"$101,800"
Nov 24 1985,,Sunday,328,"$415,042",-50.5%,-9.9%,1,Back to the Future,"$415,042"
Nov 23 1985,,Saturday,327,"$838,032",+90%,-14.3%,1,Back to the Future,"$838,032"
Nov 22 1985,,Friday,326,"$440,995",+306.6%,-13.4%,1,Back to the Future,"$440,995"
Nov 21 1985,,Thursday,325,"$108,465",-2.3%,-12.1%,1,Back to the Future,"$108,465"
Nov 20 1985,,Wednesday,324,"$111,024",-20.2%,-5.4%,1,Back to the Future,"$111,024"
Nov 19 1985,,Tuesday,323,"$139,185",+46.3%,-2.9%,1,Back to the Future,"$139,185"
Nov 18 1985,,Monday,322,"$95,135",-79.3%,-68.6%,1,Back to the Future,"$95,135"
Nov 17 1985,,Sunday,321,"$460,642",-52.9%,-30%,1,Back to the Future,"$460,642"
Nov 16 1985,,Saturday,320,"$977,783",+92%,-1.9%,1,Back to the Future,"$977,783"
Nov 15 1985,,Friday,319,"$509,236",+312.8%,-10.5%,1,Back to the Future,"$509,236"
Nov 14 1985,,Thursday,318,"$123,360",+5.1%,-15.1%,1,Back to the Future,"$123,360"
Nov 13 1985,,Wednesday,317,"$117,415",-18.1%,-16.4%,1,Back to the Future,"$117,415"
Nov 12 1985,,Tuesday,316,"$143,360",-52.6%,-20.9%,1,Back to the Future,"$143,360"
Nov 11 1985,,Monday,315,"$302,670",-54%,+132.1%,1,Back to the Future,"$302,670"
Nov 10 1985,,Sunday,314,"$658,350",-33.9%,+11.9%,1,Back to the Future,"$658,350"
Nov 9 1985,,Saturday,313,"$996,480",+75.2%,-18.1%,1,Back to the Future,"$996,480"
