date,occasion,day_of_week,day_number,top_10_gross,top_10_gross_change_yesterday,top_10_gross_change_week,number_releases,movie_title,gross
Dec 31 1990,New Year's Eve 1990,Monday,365,"$2,392,890",-29.1%,+108.9%,1,Kindergarten Cop,"$2,392,890"
Dec 30 1990,,Sunday,364,"$3,373,110",-20.2%,+23.9%,1,Kindergarten Cop,"$3,373,110"
Dec 29 1990,,Saturday,363,"$4,228,400",+25.7%,+42%,1,Kindergarten Cop,"$4,228,400"
Dec 28 1990,,Friday,362,"$3,363,500",+43.9%,+51.7%,1,Kindergarten Cop,"$3,363,500"
Dec 27 1990,,Thursday,361,"$2,337,520",-7.9%,-,1,Kindergarten Cop,"$2,337,520"
Dec 26 1990,,Wednesday,360,"$2,538,700",-70.4%,-,1,Kindergarten Cop,"$2,538,700"
Dec 25 1990,Christmas Day 1990,Tuesday,359,"$8,583,771",+855.7%,-,2,The Godfather Part III,"$6,387,271"
Dec 24 1990,,Monday,358,"$1,145,625",-57.9%,-,1,Kindergarten Cop,"$1,145,625"
Dec 23 1990,,Sunday,357,"$2,722,005",-8.6%,-,1,Kindergarten Cop,"$2,722,005"
Dec 22 1990,,Saturday,356,"$2,978,625",+34.3%,-,1,Kindergarten Cop,"$2,978,625"
Dec 21 1990,,Friday,355,"$2,217,930",-,-,1,Kindergarten Cop,"$2,217,930"
Sep 20 1990,,Thursday,263,"$18,792",-31.6%,-25%,1,Total Recall,"$18,792"
Sep 19 1990,,Wednesday,262,"$27,492",+6.8%,+6.1%,1,Total Recall,"$27,492"
Sep 18 1990,,Tuesday,261,"$25,752",+29.8%,-99.6%,1,Total Recall,"$25,752"
Sep 17 1990,,Monday,260,"$19,836",-68.3%,-34.4%,1,Total Recall,"$19,836"
Sep 16 1990,,Sunday,259,"$62,640",-43.8%,-44.2%,1,Total Recall,"$62,640"
Sep 15 1990,,Saturday,258,"$111,360",+82.9%,-33.9%,1,Total Recall,"$111,360"
Sep 14 1990,,Friday,257,"$60,900",+143.1%,-37.3%,1,Total Recall,"$60,900"
Sep 13 1990,,Thursday,256,"$25,056",-3.3%,-28.7%,1,Total Recall,"$25,056"
Sep 12 1990,,Wednesday,255,"$25,920",-99.6%,-31.4%,1,Total Recall,"$25,920"
Sep 11 1990,,Tuesday,254,"$36,288",+20%,-12%,1,Total Recall,"$36,288"
Sep 10 1990,,Monday,253,"$30,240",-73.1%,-69.9%,1,Total Recall,"$30,240"
Sep 9 1990,,Sunday,252,"$112,320",-33.3%,-35.9%,1,Total Recall,"$112,320"
Sep 8 1990,,Saturday,251,"$168,480",+73.3%,-4.1%,1,Total Recall,"$168,480"
Sep 7 1990,,Friday,250,"$97,200",+176.5%,-4.7%,1,Total Recall,"$97,200"
Sep 6 1990,,Thursday,249,"$35,154",-6.9%,-99.9%,1,Total Recall,"$35,154"
Sep 5 1990,,Wednesday,248,"$37,758",-8.4%,-99.9%,1,Total Recall,"$37,758"
Sep 4 1990,,Tuesday,247,"$41,230",-59%,-99.8%,1,Total Recall,"$41,230"
Sep 3 1990,Labor Day 1990,Monday,246,"$100,594",-42.6%,+73.6%,1,Total Recall,"$100,594"
Sep 2 1990,,Sunday,245,"$175,336",-0.2%,+17.1%,1,Total Recall,"$175,336"
Sep 1 1990,,Saturday,244,"$175,770",+72.3%,-6.7%,1,Total Recall,"$175,770"
Aug 31 1990,,Friday,243,"$101,990",-99.6%,-27.2%,1,Total Recall,"$101,990"
Aug 30 1990,,Thursday,242,"$43,470",-99.8%,-37.3%,1,Total Recall,"$43,470"
Aug 29 1990,,Wednesday,241,"$50,715",-99.7%,-31%,1,Total Recall,"$50,715"
Aug 28 1990,,Tuesday,240,"$59,892",+3.3%,-29.8%,1,Total Recall,"$59,892"
Aug 27 1990,,Monday,239,"$57,960",-61.3%,-29.6%,1,Total Recall,"$57,960"
Aug 26 1990,,Sunday,238,"$149,730",-20.5%,-25.1%,1,Total Recall,"$149,730"
Aug 25 1990,,Saturday,237,"$188,370",+34.5%,-18.9%,1,Total Recall,"$188,370"
Aug 24 1990,,Friday,236,"$140,070",+101.9%,-95.9%,1,Total Recall,"$140,070"
